engine,decision,seed,success,timed_out,failure,tile_kl,edge_kl,runtime_seconds,solve_seconds,conflicts,decisions,backtracks,restarts,error
WFC-as-SAT,context,6,True,False,False,0.491357675251696,0.7368586396976883,3.3665564109999906,0.2799130000000001,59,420,59,0,
ordinary WFC,frequency,7,True,False,False,0.19294851627277548,1.7780219365870156,0.6592418510000044,,,387,0,0,
WFC-as-SAT,frequency,7,True,False,False,0.20322947037707956,1.7757255247274846,3.9339261800000003,0.8937029999999999,687,1823,690,3,
ordinary WFC,context,7,True,False,False,0.6776049679333754,0.9216528336206076,0.6083967699999988,,,337,0,0,
WFC-as-SAT,context,7,True,False,False,0.5685510026838017,0.7437392115330301,3.297389301999999,0.2540469999999999,8,385,8,0,
ordinary WFC,frequency,8,True,False,False,0.15690341738123958,1.6097422795065222,0.6708202489999877,,,392,0,0,
WFC-as-SAT,frequency,8,True,False,False,0.18326971763027372,1.5500047527747385,3.3436918029999987,0.2964199999999999,281,677,281,0,
ordinary WFC,context,8,True,False,False,0.49519385796920345,0.7953834223204431,0.6323622150000006,,,341,0,0,
WFC-as-SAT,context,8,True,False,False,0.4013094496515979,0.6116603559635856,3.2635798160000036,0.23940399999999995,10,357,10,0,
ordinary WFC,frequency,9,True,False,False,0.20711329007555718,1.6653813606776546,0.6640814939999871,,,384,0,0,
WFC-as-SAT,frequency,9,True,False,False,0.20184683687967006,1.6709839583471184,3.325522165999999,0.2582549999999997,172,564,172,0,
ordinary WFC,context,9,True,False,False,0.32144430271488883,0.5041493690931317,0.6555576439999982,,,366,0,0,
WFC-as-SAT,context,9,True,False,False,0.3723937267897236,0.5139318818073699,3.3282063439999945,0.24606100000000009,2,380,2,0,
ordinary WFC,frequency,10,True,False,False,0.20914462588433522,1.7197680959931663,0.672026920999997,,,385,0,0,
WFC-as-SAT,frequency,10,True,False,False,0.21574883447247567,1.5820890019756622,3.2864954700000055,0.26527600000000007,201,591,201,0,
ordinary WFC,context,10,True,False,False,0.28998961690957303,0.4861938596897327,0.5972693119999946,,,341,0,0,
WFC-as-SAT,context,10,True,False,False,0.3542856938166901,0.5229261065638258,3.2966371830000014,0.2527530000000002,22,386,22,0,
ordinary WFC,frequency,11,True,False,False,0.1658222767718548,1.6222589518552126,0.645484996999997,,,373,0,0,
WFC-as-SAT,frequency,11,True,False,False,0.18708385580784873,1.6308779244331388,3.2986257379999984,0.26274,197,585,197,0,
ordinary WFC,context,11,True,False,False,0.4020924616386266,0.5972619250905762,0.5933962719999926,,,332,0,0,
WFC-as-SAT,context,11,True,False,False,0.35655973605175245,0.5624986142861392,3.2986677960000037,0.24583000000000022,9,352,9,0,
